Bootstrap,Threshold,PQ,PC,F1,F1*,Fractions,Brand,Webshop1&Webshop2,b,r,Similarity_threshold,Clusters,Duplicate_pair
0,0.75,0.5135135135135135,0.7307692307692307,0.6031746031746031,0.009752043387843957,0.010872759330002939,Panasonic,bestbuy.com&newegg.com,194,3,0.8,4,612
1,0.75,0.5135135135135135,0.7037037037037037,0.59375,0.009597819023710357,0.010872759330002939,Panasonic,bestbuy.com&newegg.com,194,3,0.8,4,612
2,0.75,0.46511627906976744,0.6451612903225806,0.5405405405405406,0.010130043451211572,0.012635909491625037,Panasonic,bestbuy.com&newegg.com,194,3,0.8,4,612
3,0.75,0.525,0.7241379310344828,0.6086956521739131,0.010632170109899912,0.011754334410813987,Panasonic,bestbuy.com&newegg.com,194,3,0.8,4,612
4,0.75,0.6388888888888888,0.7666666666666667,0.696969696969697,0.010977140755718847,0.010578900969732588,Panasonic,bestbuy.com&newegg.com,194,3,0.8,4,612
Average,Optimal,0.5312064389971367,0.7140877644993329,0.6086260985717509,0.010217843345676929,0.011342932706435497,Panasonic,bestbuy.com&newegg.com,194,3,0.8,4,612
0,0.75,0.5384615384615384,0.6774193548387096,0.6,0.00850481167916996,0.009523809523809525,Panasonic,bestbuy.com&newegg.com,582,1,0.4,1,3495
1,0.75,0.525,0.6176470588235294,0.5675675675675677,0.008245520821809809,0.009768009768009768,Panasonic,bestbuy.com&newegg.com,582,1,0.4,1,3495
2,0.75,0.42,0.65625,0.5121951219512195,0.009275631380940296,0.01221001221001221,Panasonic,bestbuy.com&newegg.com,582,1,0.4,1,3495
3,1.0,0.43859649122807015,0.7575757575757576,0.5555555555555555,0.011466085010278439,0.01391941391941392,Panasonic,bestbuy.com&newegg.com,582,1,0.4,1,3495
4,0.75,0.5217391304347826,0.7272727272727273,0.6075949367088608,0.01014660807041354,0.011233211233211233,Panasonic,bestbuy.com&newegg.com,582,1,0.4,1,3495
Average,Optimal,0.4887594320248782,0.6872329797021448,0.5685826363566406,0.00952773139252241,0.011330891330891331,Panasonic,bestbuy.com&newegg.com,582,1,0.4,1,3495
0,0.75,0.5384615384615384,0.6774193548387096,0.6,0.00850481167916996,0.009523809523809525,Panasonic,bestbuy.com&newegg.com,582,1,0.6,1,2721
1,0.75,0.525,0.6176470588235294,0.5675675675675677,0.008245520821809809,0.009768009768009768,Panasonic,bestbuy.com&newegg.com,582,1,0.6,1,2721
2,0.75,0.42,0.65625,0.5121951219512195,0.009275631380940296,0.01221001221001221,Panasonic,bestbuy.com&newegg.com,582,1,0.6,1,2721
3,1.0,0.43859649122807015,0.7575757575757576,0.5555555555555555,0.011466085010278439,0.01391941391941392,Panasonic,bestbuy.com&newegg.com,582,1,0.6,1,2721
4,0.75,0.5217391304347826,0.7272727272727273,0.6075949367088608,0.01014660807041354,0.011233211233211233,Panasonic,bestbuy.com&newegg.com,582,1,0.6,1,2721
Average,Optimal,0.4887594320248782,0.6872329797021448,0.5685826363566406,0.00952773139252241,0.011330891330891331,Panasonic,bestbuy.com&newegg.com,582,1,0.6,1,2721
0,0.75,0.5135135135135135,0.7307692307692307,0.6031746031746031,0.009752043387843957,0.010872759330002939,Panasonic,bestbuy.com&newegg.com,582,1,0.8,4,612
1,0.75,0.5135135135135135,0.7037037037037037,0.59375,0.009597819023710357,0.010872759330002939,Panasonic,bestbuy.com&newegg.com,582,1,0.8,4,612
2,0.75,0.46511627906976744,0.6451612903225806,0.5405405405405406,0.010130043451211572,0.012635909491625037,Panasonic,bestbuy.com&newegg.com,582,1,0.8,4,612
3,0.75,0.525,0.7241379310344828,0.6086956521739131,0.010632170109899912,0.011754334410813987,Panasonic,bestbuy.com&newegg.com,582,1,0.8,4,612
4,0.75,0.6388888888888888,0.7666666666666667,0.696969696969697,0.010977140755718847,0.010578900969732588,Panasonic,bestbuy.com&newegg.com,582,1,0.8,4,612
Average,Optimal,0.5312064389971367,0.7140877644993329,0.6086260985717509,0.010217843345676929,0.011342932706435497,Panasonic,bestbuy.com&newegg.com,582,1,0.8,4,612
0,1.0,0.5,1.0,0.6666666666666666,0.05052631578947368,0.05228758169934641,Panasonic,bestbuy.com&amazon.com,1,582,0.4,7,15
1,0.75,0.5,1.0,0.6666666666666666,0.06263048016701463,0.06535947712418301,Panasonic,bestbuy.com&amazon.com,1,582,0.4,7,15
2,1.0,0.4166666666666667,1.0,0.5882352941176471,0.06557377049180328,0.0784313725490196,Panasonic,bestbuy.com&amazon.com,1,582,0.4,7,15
3,0.75,0.4166666666666667,1.0,0.5882352941176471,0.06557377049180328,0.0784313725490196,Panasonic,bestbuy.com&amazon.com,1,582,0.4,7,15
4,1.0,0.5555555555555556,1.0,0.7142857142857143,0.06072874493927126,0.058823529411764705,Panasonic,bestbuy.com&amazon.com,1,582,0.4,7,15
Average,Optimal,0.47777777777777786,1.0,0.6448179271708684,0.061006616375873235,0.06666666666666668,Panasonic,bestbuy.com&amazon.com,1,582,0.4,7,15
0,1.0,0.5,1.0,0.6666666666666666,0.05052631578947368,0.05228758169934641,Panasonic,bestbuy.com&amazon.com,1,582,0.6,7,15
1,0.75,0.5,1.0,0.6666666666666666,0.06263048016701463,0.06535947712418301,Panasonic,bestbuy.com&amazon.com,1,582,0.6,7,15
2,1.0,0.4166666666666667,1.0,0.5882352941176471,0.06557377049180328,0.0784313725490196,Panasonic,bestbuy.com&amazon.com,1,582,0.6,7,15
3,0.75,0.4166666666666667,1.0,0.5882352941176471,0.06557377049180328,0.0784313725490196,Panasonic,bestbuy.com&amazon.com,1,582,0.6,7,15
4,1.0,0.5555555555555556,1.0,0.7142857142857143,0.06072874493927126,0.058823529411764705,Panasonic,bestbuy.com&amazon.com,1,582,0.6,7,15
Average,Optimal,0.47777777777777786,1.0,0.6448179271708684,0.061006616375873235,0.06666666666666668,Panasonic,bestbuy.com&amazon.com,1,582,0.6,7,15
0,1.0,0.5,1.0,0.6666666666666666,0.05052631578947368,0.05228758169934641,Panasonic,bestbuy.com&amazon.com,1,582,0.8,7,15
1,0.75,0.5,1.0,0.6666666666666666,0.06263048016701463,0.06535947712418301,Panasonic,bestbuy.com&amazon.com,1,582,0.8,7,15
2,1.0,0.4166666666666667,1.0,0.5882352941176471,0.06557377049180328,0.0784313725490196,Panasonic,bestbuy.com&amazon.com,1,582,0.8,7,15
3,0.75,0.4166666666666667,1.0,0.5882352941176471,0.06557377049180328,0.0784313725490196,Panasonic,bestbuy.com&amazon.com,1,582,0.8,7,15
4,1.0,0.5555555555555556,1.0,0.7142857142857143,0.06072874493927126,0.058823529411764705,Panasonic,bestbuy.com&amazon.com,1,582,0.8,7,15
Average,Optimal,0.47777777777777786,1.0,0.6448179271708684,0.061006616375873235,0.06666666666666668,Panasonic,bestbuy.com&amazon.com,1,582,0.8,7,15
0,1.0,0.2857142857142857,1.0,0.4444444444444445,0.04646017699115044,0.07368421052631578,Panasonic,bestbuy.com&amazon.com,6,97,0.4,8,16
1,1.0,0.46153846153846156,1.0,0.631578947368421,0.06192114315956602,0.06842105263157895,Panasonic,bestbuy.com&amazon.com,6,97,0.4,8,16
2,0.75,0.3333333333333333,1.0,0.5,0.04522613065326633,0.06315789473684211,Panasonic,bestbuy.com&amazon.com,6,97,0.4,8,16
3,0.75,0.5,1.0,0.6666666666666666,0.06060606060606061,0.06315789473684211,Panasonic,bestbuy.com&amazon.com,6,97,0.4,8,16
4,1.0,0.5,1.0,0.6666666666666666,0.07023411371237458,0.07368421052631578,Panasonic,bestbuy.com&amazon.com,6,97,0.4,8,16
Average,Optimal,0.4161172161172161,1.0,0.5818713450292397,0.0568895250244836,0.06842105263157895,Panasonic,bestbuy.com&amazon.com,6,97,0.4,8,16
0,1.0,0.2857142857142857,1.0,0.4444444444444445,0.04646017699115044,0.07368421052631578,Panasonic,bestbuy.com&amazon.com,6,97,0.6,8,16
1,1.0,0.46153846153846156,1.0,0.631578947368421,0.06192114315956602,0.06842105263157895,Panasonic,bestbuy.com&amazon.com,6,97,0.6,8,16
2,0.75,0.3333333333333333,1.0,0.5,0.04522613065326633,0.06315789473684211,Panasonic,bestbuy.com&amazon.com,6,97,0.6,8,16
3,0.75,0.5,1.0,0.6666666666666666,0.06060606060606061,0.06315789473684211,Panasonic,bestbuy.com&amazon.com,6,97,0.6,8,16
4,1.0,0.5,1.0,0.6666666666666666,0.07023411371237458,0.07368421052631578,Panasonic,bestbuy.com&amazon.com,6,97,0.6,8,16
Average,Optimal,0.4161172161172161,1.0,0.5818713450292397,0.0568895250244836,0.06842105263157895,Panasonic,bestbuy.com&amazon.com,6,97,0.6,8,16
0,1.0,0.2857142857142857,1.0,0.4444444444444445,0.04646017699115044,0.07368421052631578,Panasonic,bestbuy.com&amazon.com,6,97,0.8,8,16
1,1.0,0.46153846153846156,1.0,0.631578947368421,0.06192114315956602,0.06842105263157895,Panasonic,bestbuy.com&amazon.com,6,97,0.8,8,16
2,0.75,0.3333333333333333,1.0,0.5,0.04522613065326633,0.06315789473684211,Panasonic,bestbuy.com&amazon.com,6,97,0.8,8,16
3,0.75,0.5,1.0,0.6666666666666666,0.06060606060606061,0.06315789473684211,Panasonic,bestbuy.com&amazon.com,6,97,0.8,8,16
4,1.0,0.5,1.0,0.6666666666666666,0.07023411371237458,0.07368421052631578,Panasonic,bestbuy.com&amazon.com,6,97,0.8,8,16
Average,Optimal,0.4161172161172161,1.0,0.5818713450292397,0.0568895250244836,0.06842105263157895,Panasonic,bestbuy.com&amazon.com,6,97,0.8,8,16
0,1.0,0.43103448275862066,0.8333333333333334,0.5681818181818181,0.013053467000835421,0.015503875968992248,Panasonic,bestbuy.com&amazon.com,97,6,0.4,1,2262
1,0.75,0.5675675675675675,0.6363636363636364,0.6000000000000001,0.00882883360594844,0.009890403635391606,Panasonic,bestbuy.com&amazon.com,97,6,0.4,1,2262
2,1.0,0.36507936507936506,0.7419354838709677,0.48936170212765956,0.01217635047078454,0.016840417000801924,Panasonic,bestbuy.com&amazon.com,97,6,0.4,1,2262
3,1.0,0.42857142857142855,0.75,0.5454545454545454,0.012093968213340155,0.014969259556268377,Panasonic,bestbuy.com&amazon.com,97,6,0.4,1,2262
4,0.75,0.5217391304347826,0.7272727272727273,0.6075949367088608,0.011097392012357241,0.012296177492649024,Panasonic,bestbuy.com&amazon.com,97,6,0.4,1,2262
Average,Optimal,0.46279839488235286,0.7377810361681331,0.5621186004945768,0.011450002260653158,0.013900026730820636,Panasonic,bestbuy.com&amazon.com,97,6,0.4,1,2262
0,1.0,0.43103448275862066,0.8333333333333334,0.5681818181818181,0.013053467000835421,0.015503875968992248,Panasonic,bestbuy.com&amazon.com,97,6,0.6,1,1776
1,0.75,0.5675675675675675,0.6363636363636364,0.6000000000000001,0.00882883360594844,0.009890403635391606,Panasonic,bestbuy.com&amazon.com,97,6,0.6,1,1776
2,1.0,0.36507936507936506,0.7419354838709677,0.48936170212765956,0.01217635047078454,0.016840417000801924,Panasonic,bestbuy.com&amazon.com,97,6,0.6,1,1776
3,1.0,0.42857142857142855,0.75,0.5454545454545454,0.012093968213340155,0.014969259556268377,Panasonic,bestbuy.com&amazon.com,97,6,0.6,1,1776
4,0.75,0.5217391304347826,0.7272727272727273,0.6075949367088608,0.011097392012357241,0.012296177492649024,Panasonic,bestbuy.com&amazon.com,97,6,0.6,1,1776
Average,Optimal,0.46279839488235286,0.7377810361681331,0.5621186004945768,0.011450002260653158,0.013900026730820636,Panasonic,bestbuy.com&amazon.com,97,6,0.6,1,1776
0,0.75,0.5128205128205128,0.7692307692307693,0.6153846153846154,0.011007760471132149,0.012037037037037037,Panasonic,bestbuy.com&amazon.com,97,6,0.8,4,593
1,0.75,0.5,0.7777777777777778,0.6086956521739131,0.0117168818747011,0.012962962962962963,Panasonic,bestbuy.com&amazon.com,97,6,0.8,4,593
2,0.75,0.4634146341463415,0.6551724137931034,0.5428571428571429,0.010188967333027533,0.012654320987654321,Panasonic,bestbuy.com&amazon.com,97,6,0.8,4,593
3,0.75,0.4772727272727273,0.7777777777777778,0.5915492957746479,0.011921086389171495,0.013580246913580247,Panasonic,bestbuy.com&amazon.com,97,6,0.8,4,593
4,0.75,0.696969696969697,0.7419354838709677,0.71875,0.010903721581273855,0.010185185185185186,Panasonic,bestbuy.com&amazon.com,97,6,0.8,4,593
Average,Optimal,0.5300955142418557,0.7443788444900792,0.6154473412380639,0.011147683529861226,0.012283950617283951,Panasonic,bestbuy.com&amazon.com,97,6,0.8,4,593
0,1.0,0.43103448275862066,0.8333333333333334,0.5681818181818181,0.013053467000835421,0.015503875968992248,Panasonic,bestbuy.com&amazon.com,194,3,0.4,1,2262
1,0.75,0.5675675675675675,0.6363636363636364,0.6000000000000001,0.00882883360594844,0.009890403635391606,Panasonic,bestbuy.com&amazon.com,194,3,0.4,1,2262
2,1.0,0.36507936507936506,0.7419354838709677,0.48936170212765956,0.01217635047078454,0.016840417000801924,Panasonic,bestbuy.com&amazon.com,194,3,0.4,1,2262
3,1.0,0.42857142857142855,0.75,0.5454545454545454,0.012093968213340155,0.014969259556268377,Panasonic,bestbuy.com&amazon.com,194,3,0.4,1,2262
4,0.75,0.5217391304347826,0.7272727272727273,0.6075949367088608,0.011097392012357241,0.012296177492649024,Panasonic,bestbuy.com&amazon.com,194,3,0.4,1,2262
Average,Optimal,0.46279839488235286,0.7377810361681331,0.5621186004945768,0.011450002260653158,0.013900026730820636,Panasonic,bestbuy.com&amazon.com,194,3,0.4,1,2262
0,1.0,0.43103448275862066,0.8333333333333334,0.5681818181818181,0.013053467000835421,0.015503875968992248,Panasonic,bestbuy.com&amazon.com,194,3,0.6,1,1776
1,0.75,0.5675675675675675,0.6363636363636364,0.6000000000000001,0.00882883360594844,0.009890403635391606,Panasonic,bestbuy.com&amazon.com,194,3,0.6,1,1776
2,1.0,0.36507936507936506,0.7419354838709677,0.48936170212765956,0.01217635047078454,0.016840417000801924,Panasonic,bestbuy.com&amazon.com,194,3,0.6,1,1776
3,1.0,0.42857142857142855,0.75,0.5454545454545454,0.012093968213340155,0.014969259556268377,Panasonic,bestbuy.com&amazon.com,194,3,0.6,1,1776
4,0.75,0.5217391304347826,0.7272727272727273,0.6075949367088608,0.011097392012357241,0.012296177492649024,Panasonic,bestbuy.com&amazon.com,194,3,0.6,1,1776
Average,Optimal,0.46279839488235286,0.7377810361681331,0.5621186004945768,0.011450002260653158,0.013900026730820636,Panasonic,bestbuy.com&amazon.com,194,3,0.6,1,1776
0,0.75,0.5128205128205128,0.7692307692307693,0.6153846153846154,0.011007760471132149,0.012037037037037037,Panasonic,bestbuy.com&amazon.com,194,3,0.8,4,593
1,0.75,0.5,0.7777777777777778,0.6086956521739131,0.0117168818747011,0.012962962962962963,Panasonic,bestbuy.com&amazon.com,194,3,0.8,4,593
2,0.75,0.4634146341463415,0.6551724137931034,0.5428571428571429,0.010188967333027533,0.012654320987654321,Panasonic,bestbuy.com&amazon.com,194,3,0.8,4,593
3,0.75,0.4772727272727273,0.7777777777777778,0.5915492957746479,0.011921086389171495,0.013580246913580247,Panasonic,bestbuy.com&amazon.com,194,3,0.8,4,593
4,0.75,0.696969696969697,0.7419354838709677,0.71875,0.010903721581273855,0.010185185185185186,Panasonic,bestbuy.com&amazon.com,194,3,0.8,4,593
Average,Optimal,0.5300955142418557,0.7443788444900792,0.6154473412380639,0.011147683529861226,0.012283950617283951,Panasonic,bestbuy.com&amazon.com,194,3,0.8,4,593
0,1.0,0.43103448275862066,0.8333333333333334,0.5681818181818181,0.013053467000835421,0.015503875968992248,Panasonic,bestbuy.com&amazon.com,582,1,0.4,1,2262
1,0.75,0.5675675675675675,0.6363636363636364,0.6000000000000001,0.00882883360594844,0.009890403635391606,Panasonic,bestbuy.com&amazon.com,582,1,0.4,1,2262
2,1.0,0.36507936507936506,0.7419354838709677,0.48936170212765956,0.01217635047078454,0.016840417000801924,Panasonic,bestbuy.com&amazon.com,582,1,0.4,1,2262
3,1.0,0.42857142857142855,0.75,0.5454545454545454,0.012093968213340155,0.014969259556268377,Panasonic,bestbuy.com&amazon.com,582,1,0.4,1,2262
4,0.75,0.5217391304347826,0.7272727272727273,0.6075949367088608,0.011097392012357241,0.012296177492649024,Panasonic,bestbuy.com&amazon.com,582,1,0.4,1,2262
Average,Optimal,0.46279839488235286,0.7377810361681331,0.5621186004945768,0.011450002260653158,0.013900026730820636,Panasonic,bestbuy.com&amazon.com,582,1,0.4,1,2262
0,1.0,0.43103448275862066,0.8333333333333334,0.5681818181818181,0.013053467000835421,0.015503875968992248,Panasonic,bestbuy.com&amazon.com,582,1,0.6,1,1776
1,0.75,0.5675675675675675,0.6363636363636364,0.6000000000000001,0.00882883360594844,0.009890403635391606,Panasonic,bestbuy.com&amazon.com,582,1,0.6,1,1776
2,1.0,0.36507936507936506,0.7419354838709677,0.48936170212765956,0.01217635047078454,0.016840417000801924,Panasonic,bestbuy.com&amazon.com,582,1,0.6,1,1776
3,1.0,0.42857142857142855,0.75,0.5454545454545454,0.012093968213340155,0.014969259556268377,Panasonic,bestbuy.com&amazon.com,582,1,0.6,1,1776
4,0.75,0.5217391304347826,0.7272727272727273,0.6075949367088608,0.011097392012357241,0.012296177492649024,Panasonic,bestbuy.com&amazon.com,582,1,0.6,1,1776
Average,Optimal,0.46279839488235286,0.7377810361681331,0.5621186004945768,0.011450002260653158,0.013900026730820636,Panasonic,bestbuy.com&amazon.com,582,1,0.6,1,1776
0,0.75,0.5128205128205128,0.7692307692307693,0.6153846153846154,0.011007760471132149,0.012037037037037037,Panasonic,bestbuy.com&amazon.com,582,1,0.8,4,593
1,0.75,0.5,0.7777777777777778,0.6086956521739131,0.0117168818747011,0.012962962962962963,Panasonic,bestbuy.com&amazon.com,582,1,0.8,4,593
2,0.75,0.4634146341463415,0.6551724137931034,0.5428571428571429,0.010188967333027533,0.012654320987654321,Panasonic,bestbuy.com&amazon.com,582,1,0.8,4,593
3,0.75,0.4772727272727273,0.7777777777777778,0.5915492957746479,0.011921086389171495,0.013580246913580247,Panasonic,bestbuy.com&amazon.com,582,1,0.8,4,593
4,0.75,0.696969696969697,0.7419354838709677,0.71875,0.010903721581273855,0.010185185185185186,Panasonic,bestbuy.com&amazon.com,582,1,0.8,4,593
Average,Optimal,0.5300955142418557,0.7443788444900792,0.6154473412380639,0.011147683529861226,0.012283950617283951,Panasonic,bestbuy.com&amazon.com,582,1,0.8,4,593
0,1.5,0.6666666666666666,1.0,0.8,0.3050847457627119,0.3,Panasonic,newegg.com&amazon.com,1,582,0.4,2,4
1,1.5,0.6666666666666666,1.0,0.8,0.3050847457627119,0.3,Panasonic,newegg.com&amazon.com,1,582,0.4,2,4
2,0.75,0.6666666666666666,1.0,0.8,0.3050847457627119,0.3,Panasonic,newegg.com&amazon.com,1,582,0.4,2,4
3,1.0,0.5,1.0,0.6666666666666666,0.17647058823529416,0.2,Panasonic,newegg.com&amazon.com,1,582,0.4,2,4
4,0.75,0.6666666666666666,1.0,0.8,0.3050847457627119,0.3,Panasonic,newegg.com&amazon.com,1,582,0.4,2,4
Average,Optimal,0.6333333333333333,1.0,0.7733333333333334,0.27936191425722834,0.27999999999999997,Panasonic,newegg.com&amazon.com,1,582,0.4,2,4
0,1.5,0.6666666666666666,1.0,0.8,0.3050847457627119,0.3,Panasonic,newegg.com&amazon.com,1,582,0.6,2,4
1,1.5,0.6666666666666666,1.0,0.8,0.3050847457627119,0.3,Panasonic,newegg.com&amazon.com,1,582,0.6,2,4
2,0.75,0.6666666666666666,1.0,0.8,0.3050847457627119,0.3,Panasonic,newegg.com&amazon.com,1,582,0.6,2,4
3,1.0,0.5,1.0,0.6666666666666666,0.17647058823529416,0.2,Panasonic,newegg.com&amazon.com,1,582,0.6,2,4
4,0.75,0.6666666666666666,1.0,0.8,0.3050847457627119,0.3,Panasonic,newegg.com&amazon.com,1,582,0.6,2,4
Average,Optimal,0.6333333333333333,1.0,0.7733333333333334,0.27936191425722834,0.27999999999999997,Panasonic,newegg.com&amazon.com,1,582,0.6,2,4
0,1.5,0.6666666666666666,1.0,0.8,0.3050847457627119,0.3,Panasonic,newegg.com&amazon.com,1,582,0.8,2,4
1,1.5,0.6666666666666666,1.0,0.8,0.3050847457627119,0.3,Panasonic,newegg.com&amazon.com,1,582,0.8,2,4
2,0.75,0.6666666666666666,1.0,0.8,0.3050847457627119,0.3,Panasonic,newegg.com&amazon.com,1,582,0.8,2,4
3,1.0,0.5,1.0,0.6666666666666666,0.17647058823529416,0.2,Panasonic,newegg.com&amazon.com,1,582,0.8,2,4
4,0.75,0.6666666666666666,1.0,0.8,0.3050847457627119,0.3,Panasonic,newegg.com&amazon.com,1,582,0.8,2,4
Average,Optimal,0.6333333333333333,1.0,0.7733333333333334,0.27936191425722834,0.27999999999999997,Panasonic,newegg.com&amazon.com,1,582,0.8,2,4
0,0.75,0.5,1.0,0.6666666666666666,0.08955223880597014,0.09523809523809523,Panasonic,newegg.com&amazon.com,6,97,0.4,3,5
1,0.75,0.5,1.0,0.6666666666666666,0.16901408450704225,0.19047619047619047,Panasonic,newegg.com&amazon.com,6,97,0.4,3,5
2,0.75,0.5,1.0,0.6666666666666666,0.16901408450704225,0.19047619047619047,Panasonic,newegg.com&amazon.com,6,97,0.4,3,5
3,0.75,0.6666666666666666,1.0,0.8,0.15789473684210528,0.14285714285714285,Panasonic,newegg.com&amazon.com,6,97,0.4,3,5
4,0.75,0.6666666666666666,1.0,0.8,0.15789473684210528,0.14285714285714285,Panasonic,newegg.com&amazon.com,6,97,0.4,3,5
Average,Optimal,0.5666666666666667,1.0,0.72,0.14867397630085305,0.15238095238095237,Panasonic,newegg.com&amazon.com,6,97,0.4,3,5
0,0.75,0.5,1.0,0.6666666666666666,0.08955223880597014,0.09523809523809523,Panasonic,newegg.com&amazon.com,6,97,0.6,3,5
1,0.75,0.5,1.0,0.6666666666666666,0.16901408450704225,0.19047619047619047,Panasonic,newegg.com&amazon.com,6,97,0.6,3,5
2,0.75,0.5,1.0,0.6666666666666666,0.16901408450704225,0.19047619047619047,Panasonic,newegg.com&amazon.com,6,97,0.6,3,5
3,0.75,0.6666666666666666,1.0,0.8,0.15789473684210528,0.14285714285714285,Panasonic,newegg.com&amazon.com,6,97,0.6,3,5
4,0.75,0.6666666666666666,1.0,0.8,0.15789473684210528,0.14285714285714285,Panasonic,newegg.com&amazon.com,6,97,0.6,3,5
Average,Optimal,0.5666666666666667,1.0,0.72,0.14867397630085305,0.15238095238095237,Panasonic,newegg.com&amazon.com,6,97,0.6,3,5
0,0.75,0.5,1.0,0.6666666666666666,0.08955223880597014,0.09523809523809523,Panasonic,newegg.com&amazon.com,6,97,0.8,3,5
1,0.75,0.5,1.0,0.6666666666666666,0.16901408450704225,0.19047619047619047,Panasonic,newegg.com&amazon.com,6,97,0.8,3,5
2,0.75,0.5,1.0,0.6666666666666666,0.16901408450704225,0.19047619047619047,Panasonic,newegg.com&amazon.com,6,97,0.8,3,5
3,0.75,0.6666666666666666,1.0,0.8,0.15789473684210528,0.14285714285714285,Panasonic,newegg.com&amazon.com,6,97,0.8,3,5
4,0.75,0.6666666666666666,1.0,0.8,0.15789473684210528,0.14285714285714285,Panasonic,newegg.com&amazon.com,6,97,0.8,3,5
